date,food_beverage,txtile_apparel,paper_wood,chemical,pharmaceutical,non-metalic_mineral,steel_metal,machinery,electrical_electronic,trans_equip,distribution,construction,trans_wharehouse,finance,banking,securities,insurance,manufacturing
2014-04-24,3986.35 ,251.31 ,336.83 ,3936.78 ,4387.59 ,1063.59 ,4828.50 ,991.13 ,11085.59 ,2540.24 ,510.21 ,135.75 ,1962.56 ,427.11 ,239.72 ,1573.60 ,17173.19 ,4194.09 
2014-04-25,3951.33 ,249.01 ,334.71 ,3880.74 ,4358.22 ,1025.63 ,4754.32 ,980.02 ,11001.67 ,2503.21 ,503.47 ,133.88 ,1919.98 ,421.30 ,235.13 ,1556.69 ,17039.86 ,4146.88 
2014-04-28,3941.48 ,249.30 ,333.57 ,3897.90 ,4409.69 ,1034.00 ,4802.66 ,978.01 ,10930.10 ,2499.02 ,505.14 ,134.87 ,1912.91 ,420.30 ,232.39 ,1549.88 ,17078.61 ,4140.72 
2014-04-29,3982.00 ,250.29 ,333.07 ,3895.96 ,4428.26 ,1045.19 ,4859.61 ,984.45 ,10762.98 ,2491.05 ,505.32 ,136.83 ,1911.51 ,420.06 ,236.19 ,1543.21 ,17114.20 ,4117.70 
2014-04-30,4028.74 ,249.14 ,334.60 ,3914.82 ,4433.83 ,1038.55 ,4935.75 ,973.72 ,10648.20 ,2456.30 ,506.95 ,137.68 ,1926.10 ,421.74 ,237.91 ,1549.07 ,17096.33 ,4095.94 
2014-05-02,4015.73 ,248.02 ,332.74 ,3898.14 ,4436.88 ,1053.73 ,4888.40 ,966.11 ,10687.02 ,2411.02 ,505.73 ,138.42 ,1923.54 ,422.44 ,237.95 ,1534.32 ,17081.89 ,4080.10 
2014-05-07,3982.98 ,245.51 ,327.51 ,3840.35 ,4382.13 ,1047.38 ,4823.07 ,952.90 ,10659.06 ,2378.70 ,500.46 ,136.29 ,1872.54 ,417.63 ,237.98 ,1508.79 ,16983.80 ,4044.39 
2014-05-08,4015.06 ,246.08 ,328.38 ,3814.01 ,4351.69 ,1051.07 ,4855.00 ,965.29 ,10679.45 ,2429.44 ,502.29 ,136.66 ,1905.38 ,420.57 ,240.73 ,1504.87 ,17046.71 ,4069.11 
2014-05-09,4079.79 ,245.30 ,332.56 ,3856.22 ,4365.79 ,1076.16 ,4898.70 ,967.82 ,10619.16 ,2444.10 ,505.48 ,136.71 ,1931.04 ,423.30 ,251.79 ,1513.59 ,17127.19 ,4080.71 
2014-05-12,4076.45 ,247.03 ,329.46 ,3863.31 ,4352.25 ,1085.86 ,4908.56 ,952.54 ,10912.96 ,2412.81 ,501.68 ,134.77 ,1934.53 ,423.36 ,251.75 ,1493.09 ,17310.26 ,4111.54 
2014-05-13,4101.93 ,246.72 ,335.11 ,3918.94 ,4389.66 ,1073.01 ,4993.60 ,977.05 ,10995.92 ,2444.26 ,502.85 ,135.79 ,1958.35 ,427.07 ,254.58 ,1514.66 ,17266.80 ,4155.95 
2014-05-14,4154.27 ,250.52 ,336.33 ,3947.90 ,4390.79 ,1074.95 ,5035.09 ,980.62 ,11124.88 ,2500.80 ,507.68 ,136.48 ,1971.23 ,436.15 ,256.46 ,1550.00 ,17640.59 ,4210.56 
2014-05-15,4166.93 ,250.33 ,338.08 ,3939.89 ,4388.55 ,1070.45 ,5007.08 ,993.44 ,11090.52 ,2512.10 ,507.15 ,137.96 ,1960.94 ,437.07 ,252.84 ,1555.22 ,17694.74 ,4207.81 
2014-05-16,4162.59 ,248.91 ,335.48 ,3950.28 ,4369.98 ,1073.36 ,5024.79 ,993.54 ,11188.07 ,2473.07 ,511.04 ,137.54 ,1992.70 ,438.39 ,251.54 ,1560.74 ,17841.40 ,4211.55 
2014-05-19,4169.74 ,249.82 ,330.40 ,3936.23 ,4335.75 ,1061.94 ,5023.55 ,989.19 ,11255.86 ,2466.90 ,511.41 ,135.46 ,1956.57 ,442.40 ,255.31 ,1587.96 ,18107.51 ,4214.92 
2014-05-20,4172.30 ,247.34 ,326.95 ,3947.07 ,4319.36 ,1068.85 ,4979.47 ,978.83 ,11308.37 ,2438.27 ,508.80 ,134.27 ,1990.82 ,438.63 ,253.52 ,1579.48 ,17994.71 ,4209.33 
2014-05-21,4195.97 ,249.00 ,330.31 ,3944.89 ,4341.42 ,1045.92 ,5035.69 ,978.21 ,11262.52 ,2449.71 ,505.60 ,133.94 ,1981.17 ,432.32 ,249.24 ,1575.16 ,17677.86 ,4210.58 
2014-05-22,4194.49 ,248.85 ,331.41 ,3978.96 ,4343.99 ,1052.23 ,5095.64 ,982.40 ,11198.49 ,2485.18 ,508.14 ,135.24 ,1992.84 ,435.14 ,257.45 ,1581.75 ,17790.54 ,4224.72 
2014-05-23,4224.28 ,252.69 ,331.83 ,3985.13 ,4365.56 ,1067.60 ,5076.54 ,979.20 ,11207.92 ,2487.09 ,510.54 ,134.86 ,1980.64 ,435.40 ,258.36 ,1575.90 ,17764.58 ,4228.86 
2014-05-26,4226.64 ,253.16 ,332.80 ,3986.84 ,4342.44 ,1059.29 ,5065.39 ,983.46 ,11169.26 ,2490.10 ,505.64 ,134.71 ,2000.10 ,433.39 ,258.32 ,1575.47 ,17837.58 ,4224.08 
2014-05-27,4214.23 ,254.71 ,329.65 ,3985.66 ,4316.95 ,1046.07 ,4989.34 ,987.04 ,11083.19 ,2450.17 ,504.61 ,134.68 ,1977.93 ,429.57 ,261.06 ,1554.42 ,17595.11 ,4188.16 
2014-05-28,4246.10 ,259.86 ,336.34 ,4006.83 ,4367.22 ,1063.26 ,5002.14 ,998.97 ,11265.60 ,2467.84 ,509.82 ,135.49 ,2020.34 ,431.98 ,260.12 ,1564.44 ,17639.64 ,4234.08 
2014-05-29,4203.95 ,257.82 ,335.69 ,3958.35 ,4379.78 ,1074.11 ,4962.23 ,981.93 ,11430.59 ,2458.39 ,507.24 ,133.98 ,2010.14 ,431.73 ,261.93 ,1548.57 ,17747.48 ,4241.15 
2014-05-30,4155.19 ,258.35 ,336.20 ,3946.89 ,4346.21 ,1066.19 ,4918.05 ,987.67 ,11340.74 ,2420.24 ,505.40 ,131.82 ,1998.50 ,424.37 ,261.90 ,1518.84 ,17456.83 ,4204.17 
2014-06-02,4159.52 ,256.15 ,330.20 ,3966.04 ,4333.23 ,1064.13 ,4937.07 ,985.98 ,11435.42 ,2421.14 ,503.57 ,131.68 ,1987.64 ,426.04 ,254.44 ,1516.94 ,17405.98 ,4225.33 
2014-06-03,4192.01 ,252.78 ,328.22 ,4013.12 ,4277.39 ,1096.08 ,4890.56 ,975.77 ,11537.63 ,2415.20 ,505.90 ,131.75 ,2045.01 ,427.95 ,251.65 ,1518.40 ,17638.68 ,4242.86 
2014-06-05,4202.57 ,250.20 ,329.64 ,3965.41 ,4204.42 ,1097.72 ,4841.33 ,961.51 ,11521.76 ,2388.56 ,506.07 ,129.67 ,2026.32 ,425.83 ,257.12 ,1502.72 ,17510.21 ,4216.50 
2014-06-09,4187.49 ,253.41 ,326.91 ,3996.80 ,4255.21 ,1093.12 ,4923.08 ,959.50 ,11235.39 ,2398.25 ,507.15 ,131.65 ,1998.95 ,429.37 ,256.46 ,1515.88 ,17635.44 ,4184.94 
2014-06-10,4236.37 ,255.12 ,327.97 ,4028.74 ,4302.86 ,1107.85 ,4969.69 ,963.19 ,11475.16 ,2397.28 ,513.31 ,132.95 ,2040.98 ,432.59 ,253.81 ,1544.30 ,17767.93 ,4235.77 
2014-06-11,4242.49 ,257.18 ,329.34 ,4052.61 ,4315.40 ,1127.01 ,4990.63 ,958.47 ,11382.73 ,2407.18 ,516.01 ,133.23 ,2033.57 ,437.94 ,258.36 ,1571.10 ,17981.98 ,4230.39 
2014-06-12,4230.93 ,258.31 ,332.22 ,4059.14 ,4345.92 ,1165.44 ,4961.44 ,955.97 ,11345.34 ,2400.24 ,514.74 ,132.60 ,2012.75 ,436.04 ,257.44 ,1567.51 ,17941.21 ,4224.50 
2014-06-13,4223.96 ,258.97 ,332.56 ,4050.20 ,4340.76 ,1167.16 ,4912.30 ,962.19 ,11068.02 ,2397.86 ,508.92 ,130.59 ,2009.48 ,432.63 ,257.42 ,1551.20 ,17779.89 ,4174.88 
2014-06-16,4207.67 ,260.65 ,331.26 ,4070.13 ,4353.83 ,1176.80 ,4928.90 ,943.18 ,11143.54 ,2389.61 ,508.54 ,132.81 ,1980.82 ,433.12 ,256.46 ,1560.79 ,17815.86 ,4185.23 
2014-06-17,4194.86 ,260.11 ,328.05 ,4057.93 ,4311.86 ,1167.36 ,4898.12 ,961.12 ,11197.92 ,2426.31 ,512.90 ,131.83 ,2011.90 ,432.95 ,259.14 ,1559.31 ,17759.55 ,4203.93 
2014-06-18,4173.30 ,260.45 ,330.55 ,4056.15 ,4323.78 ,1161.82 ,4886.39 ,964.93 ,11090.62 ,2389.14 ,509.54 ,132.07 ,2023.71 ,429.09 ,254.58 ,1550.95 ,17535.86 ,4172.13 
2014-06-19,4224.89 ,262.64 ,331.36 ,4100.63 ,4361.82 ,1169.99 ,4973.37 ,972.34 ,10942.26 ,2385.92 ,510.80 ,132.96 ,2021.18 ,428.72 ,250.93 ,1550.40 ,17496.32 ,4165.09 
2014-06-20,4194.97 ,261.71 ,329.48 ,4058.83 ,4353.23 ,1176.48 ,4916.36 ,960.68 ,10743.63 ,2340.15 ,506.83 ,132.46 ,2016.04 ,422.48 ,246.31 ,1531.39 ,17205.31 ,4104.70 
2014-06-23,4177.32 ,258.25 ,329.55 ,4060.34 ,4311.03 ,1190.14 ,4977.07 ,945.61 ,10844.63 ,2332.34 ,507.87 ,133.94 ,2004.33 ,423.42 ,248.12 ,1537.99 ,17184.78 ,4117.95 
2014-06-24,4223.83 ,261.28 ,330.54 ,4065.32 ,4325.07 ,1171.89 ,4990.02 ,952.42 ,11036.24 ,2360.11 ,509.22 ,134.69 ,1997.88 ,427.75 ,252.69 ,1540.81 ,17254.13 ,4163.15 
2014-06-25,4209.59 ,260.72 ,326.99 ,4048.73 ,4311.43 ,1146.67 ,5012.10 ,954.02 ,10863.94 ,2366.43 ,509.79 ,132.67 ,1962.26 ,424.26 ,247.21 ,1525.38 ,17136.66 ,4134.24 
2014-06-26,4260.57 ,260.53 ,329.31 ,4065.58 ,4358.66 ,1170.14 ,5097.34 ,967.78 ,10863.22 ,2394.67 ,517.58 ,135.27 ,1987.49 ,428.59 ,248.13 ,1536.72 ,17333.63 ,4159.94 
2014-06-27,4272.32 ,262.60 ,329.65 ,4063.02 ,4373.62 ,1155.87 ,5071.51 ,964.91 ,10748.41 ,2403.30 ,516.60 ,135.57 ,1993.82 ,427.38 ,247.25 ,1535.26 ,17297.83 ,4142.56 
2014-06-30,4332.40 ,265.24 ,330.84 ,4099.72 ,4407.93 ,1165.47 ,5117.97 ,969.65 ,10852.81 ,2403.57 ,521.14 ,138.40 ,2020.68 ,429.65 ,252.83 ,1542.78 ,17381.45 ,4173.90 
2014-07-01,4351.65 ,264.93 ,337.88 ,4081.44 ,4389.52 ,1177.45 ,5087.80 ,971.42 ,10789.34 ,2386.94 ,520.01 ,141.18 ,2017.85 ,427.15 ,252.02 ,1540.21 ,17307.01 ,4154.65 
2014-07-02,4403.07 ,267.81 ,340.73 ,4090.60 ,4402.41 ,1195.45 ,5103.52 ,987.21 ,10974.92 ,2400.08 ,521.83 ,141.37 ,2007.06 ,430.82 ,252.90 ,1587.39 ,17446.28 ,4197.46 
2014-07-03,4414.06 ,271.78 ,346.91 ,4061.86 ,4386.45 ,1199.28 ,5122.54 ,982.90 ,10939.63 ,2392.59 ,522.70 ,143.78 ,2038.59 ,429.35 ,249.25 ,1593.98 ,17421.22 ,4187.05 
2014-07-04,4465.42 ,272.77 ,348.09 ,4076.16 ,4401.40 ,1207.27 ,5149.39 ,988.20 ,10858.81 ,2391.90 ,523.32 ,144.25 ,2057.44 ,428.92 ,252.85 ,1594.93 ,17451.54 ,4181.92 
2014-07-07,4426.04 ,273.60 ,349.98 ,4069.58 ,4377.64 ,1216.78 ,5155.86 ,993.19 ,10796.38 ,2366.87 ,521.94 ,146.98 ,2072.46 ,430.09 ,246.44 ,1595.11 ,17507.41 ,4159.64 
2014-07-08,4495.17 ,274.76 ,354.36 ,4053.22 ,4357.59 ,1217.46 ,5149.10 ,997.43 ,10852.01 ,2352.10 ,525.81 ,146.29 ,2078.61 ,430.63 ,247.36 ,1597.39 ,17542.14 ,4163.37 
2014-07-09,4480.62 ,274.02 ,356.62 ,4045.27 ,4321.37 ,1241.50 ,5092.40 ,986.77 ,10823.68 ,2339.38 ,526.47 ,147.39 ,2089.90 ,430.15 ,244.59 ,1593.16 ,17478.60 ,4148.98 
2014-07-10,4433.11 ,273.77 ,361.36 ,4052.63 ,4344.49 ,1246.91 ,5135.72 ,981.54 ,10795.31 ,2357.73 ,525.09 ,146.53 ,2067.47 ,430.14 ,242.82 ,1618.33 ,17300.11 ,4154.54 
2014-07-11,4470.34 ,275.00 ,360.47 ,4047.13 ,4358.65 ,1245.95 ,5113.51 ,971.24 ,10651.07 ,2316.00 ,522.80 ,145.93 ,2087.48 ,428.31 ,242.82 ,1629.97 ,17268.59 ,4114.27 
2014-07-14,4495.81 ,276.04 ,362.46 ,4021.38 ,4399.59 ,1253.85 ,5064.61 ,982.15 ,10694.03 ,2310.33 ,524.52 ,149.27 ,2084.11 ,430.02 ,251.13 ,1650.05 ,17283.99 ,4117.13 
2014-07-15,4454.60 ,274.41 ,357.89 ,4067.86 ,4391.44 ,1166.98 ,5086.23 ,990.12 ,10897.61 ,2368.56 ,528.13 ,147.28 ,2076.12 ,433.10 ,252.95 ,1661.63 ,17229.96 ,4176.31 
2014-07-16,4412.32 ,274.05 ,357.42 ,4072.69 ,4369.73 ,1141.51 ,5163.14 ,994.66 ,10937.12 ,2393.00 ,525.78 ,146.11 ,2076.33 ,432.66 ,250.14 ,1626.73 ,17322.99 ,4193.19 
2014-07-17,4403.36 ,275.10 ,356.05 ,4115.32 ,4366.27 ,1146.24 ,5213.85 ,993.46 ,11032.16 ,2392.96 ,525.06 ,145.56 ,2062.94 ,434.78 ,255.68 ,1655.65 ,17279.50 ,4219.61 
2014-07-18,4383.39 ,273.31 ,356.55 ,4129.03 ,4370.02 ,1146.48 ,5163.13 ,998.21 ,11079.71 ,2394.47 ,518.76 ,143.62 ,2079.48 ,430.64 ,246.60 ,1653.91 ,17216.84 ,4224.89 
2014-07-21,4354.61 ,273.61 ,356.31 ,4092.89 ,4364.64 ,1139.06 ,5185.38 ,1003.81 ,11095.53 ,2364.83 ,517.89 ,145.38 ,2057.62 ,433.84 ,247.65 ,1684.02 ,17280.36 ,4212.58 
2014-07-22,4368.03 ,276.84 ,353.67 ,4106.56 ,4360.19 ,1153.02 ,5265.44 ,1021.72 ,11109.53 ,2373.13 ,521.87 ,149.24 ,2062.97 ,436.89 ,246.70 ,1691.56 ,17364.95 ,4229.70 
2014-07-23,4446.38 ,278.01 ,351.08 ,4124.80 ,4344.04 ,1141.00 ,5328.38 ,1017.93 ,10992.75 ,2372.36 ,527.59 ,151.73 ,2038.64 ,441.51 ,249.91 ,1739.13 ,17374.22 ,4220.36 
2014-07-24,4380.87 ,273.13 ,350.62 ,4100.71 ,4352.17 ,1120.37 ,5364.43 ,1005.70 ,11059.49 ,2394.88 ,522.09 ,149.20 ,2016.57 ,440.08 ,252.59 ,1730.50 ,17346.18 ,4232.48 
2014-07-25,4421.67 ,273.29 ,349.61 ,4120.93 ,4353.40 ,1132.44 ,5462.91 ,1007.88 ,11041.20 ,2391.40 ,527.91 ,150.94 ,2028.77 ,444.31 ,255.26 ,1762.08 ,17379.07 ,4239.23 
2014-07-28,4397.15 ,269.30 ,346.24 ,4121.89 ,4322.49 ,1113.62 ,5572.58 ,1003.67 ,10982.72 ,2390.54 ,532.54 ,155.75 ,2065.21 ,458.15 ,271.17 ,1830.36 ,17688.66 ,4233.43 
2014-07-29,4357.18 ,267.89 ,340.02 ,4132.58 ,4291.04 ,1114.18 ,5571.05 ,996.79 ,11080.97 ,2468.47 ,533.20 ,154.18 ,2037.60 ,463.48 ,279.41 ,1806.37 ,17708.38 ,4278.27 
2014-07-30,4363.85 ,267.81 ,339.49 ,4131.53 ,4280.67 ,1121.73 ,5534.46 ,973.93 ,11214.37 ,2478.05 ,535.50 ,152.72 ,2033.37 ,472.65 ,294.07 ,1850.29 ,18116.49 ,4301.57 
2014-07-31,4430.25 ,268.45 ,337.83 ,4146.74 ,4273.73 ,1138.89 ,5581.50 ,973.36 ,10916.06 ,2489.29 ,534.98 ,153.60 ,2067.79 ,476.48 ,288.63 ,1866.18 ,18473.47 ,4265.20 
2014-08-01,4483.59 ,272.07 ,343.82 ,4184.02 ,4308.57 ,1157.55 ,5616.10 ,974.83 ,10648.95 ,2481.55 ,538.65 ,154.21 ,2090.78 ,478.51 ,300.57 ,1868.88 ,18570.34 ,4233.20 
2014-08-04,4502.01 ,271.15 ,345.44 ,4178.95 ,4324.79 ,1169.42 ,5576.96 ,975.64 ,10834.41 ,2462.77 ,537.50 ,153.52 ,2093.83 ,476.93 ,306.15 ,1857.88 ,18549.68 ,4254.40 
2014-08-05,4493.16 ,273.31 ,346.17 ,4122.29 ,4281.41 ,1166.46 ,5465.56 ,968.10 ,10808.97 ,2440.25 ,532.26 ,149.17 ,2103.36 ,474.84 ,298.86 ,1843.80 ,18425.84 ,4223.13 
2014-08-06,4514.61 ,273.03 ,348.07 ,4111.95 ,4254.87 ,1162.18 ,5555.20 ,947.46 ,10668.45 ,2400.44 ,532.30 ,149.14 ,2154.58 ,477.38 ,300.82 ,1848.51 ,18547.69 ,4186.83 
2014-08-07,4465.61 ,270.39 ,350.78 ,4090.83 ,4241.86 ,1168.23 ,5507.92 ,948.72 ,10605.68 ,2402.70 ,530.38 ,149.09 ,2168.65 ,479.25 ,304.55 ,1878.77 ,18577.60 ,4173.38 
2014-08-08,4449.80 ,273.16 ,346.42 ,4049.58 ,4227.84 ,1178.58 ,5460.59 ,947.45 ,10326.39 ,2374.35 ,526.83 ,147.20 ,2200.19 ,470.85 ,297.14 ,1842.39 ,18223.46 ,4104.31 
2014-08-11,4447.84 ,273.17 ,343.89 ,4058.33 ,4228.27 ,1179.89 ,5494.24 ,941.87 ,10463.56 ,2381.39 ,530.26 ,147.38 ,2170.39 ,475.19 ,307.31 ,1885.51 ,18347.48 ,4129.67 
2014-08-12,4453.94 ,273.81 ,343.30 ,4081.26 ,4224.67 ,1188.63 ,5511.49 ,945.90 ,10392.66 ,2397.57 ,528.70 ,148.16 ,2201.87 ,479.76 ,314.69 ,1937.01 ,18419.59 ,4129.32 
2014-08-13,4596.81 ,274.13 ,342.11 ,4127.46 ,4239.07 ,1190.96 ,5568.00 ,949.08 ,10397.59 ,2430.75 ,544.69 ,150.69 ,2276.45 ,481.82 ,316.51 ,1923.11 ,18526.08 ,4158.91 
2014-08-14,4619.06 ,279.34 ,345.02 ,4129.18 ,4283.52 ,1193.23 ,5600.31 ,947.79 ,10366.51 ,2413.02 ,551.79 ,149.49 ,2291.67 ,486.32 ,322.85 ,1909.38 ,18777.54 ,4150.90 
2014-08-18,4659.53 ,284.43 ,346.82 ,4099.54 ,4294.41 ,1206.72 ,5564.15 ,946.44 ,10323.83 ,2363.39 ,551.87 ,148.16 ,2308.04 ,482.39 ,312.79 ,1889.84 ,18688.26 ,4122.20 
2014-08-19,4703.10 ,283.15 ,344.22 ,4148.43 ,4291.27 ,1214.31 ,5655.39 ,952.82 ,10355.33 ,2379.37 ,553.41 ,150.85 ,2343.87 ,487.69 ,315.50 ,1901.19 ,18885.95 ,4150.76 
2014-08-20,4719.97 ,286.74 ,342.92 ,4122.50 ,4286.86 ,1219.32 ,5705.94 ,953.48 ,10428.11 ,2374.48 ,554.50 ,148.18 ,2404.56 ,487.33 ,314.56 ,1884.86 ,18927.88 ,4160.40 
2014-08-21,4703.73 ,282.50 ,341.03 ,4096.57 ,4261.29 ,1214.46 ,5609.06 ,930.94 ,10281.88 ,2341.00 ,552.71 ,145.84 ,2362.50 ,477.12 ,307.12 ,1831.33 ,18745.05 ,4109.24 
2014-08-22,4686.09 ,284.50 ,341.37 ,4134.56 ,4249.80 ,1233.60 ,5653.18 ,941.27 ,10319.41 ,2347.08 ,553.90 ,144.18 ,2399.61 ,482.33 ,311.72 ,1838.01 ,18918.72 ,4127.88 
2014-08-25,4737.96 ,293.67 ,339.46 ,4184.34 ,4357.31 ,1238.19 ,5654.26 ,930.10 ,10246.40 ,2333.28 ,558.63 ,145.95 ,2416.11 ,484.31 ,310.63 ,1881.17 ,18992.82 ,4123.26 
2014-08-26,4752.61 ,298.45 ,342.76 ,4172.30 ,4386.82 ,1237.85 ,5661.25 ,934.82 ,10198.82 ,2359.04 ,562.57 ,150.30 ,2451.65 ,486.24 ,315.12 ,1881.56 ,18943.50 ,4126.54 
2014-08-27,4777.65 ,297.47 ,346.68 ,4156.81 ,4408.56 ,1244.79 ,5587.17 ,950.71 ,10223.73 ,2375.43 ,565.31 ,150.21 ,2407.20 ,496.49 ,330.93 ,1983.26 ,19210.82 ,4134.65 
2014-08-28,4744.49 ,300.33 ,349.19 ,4148.59 ,4404.72 ,1257.46 ,5590.08 ,954.67 ,10304.14 ,2383.09 ,567.27 ,148.81 ,2347.15 ,493.23 ,330.93 ,1978.45 ,19020.82 ,4149.21 
2014-08-29,4667.82 ,299.22 ,347.84 ,4098.50 ,4371.75 ,1250.19 ,5538.50 ,952.07 ,10262.92 ,2428.58 ,562.52 ,149.33 ,2325.92 ,490.20 ,329.09 ,1971.86 ,18701.68 ,4142.74 
2014-09-01,4620.57 ,307.44 ,346.48 ,4098.65 ,4345.33 ,1240.84 ,5530.52 ,946.71 ,10200.40 ,2426.66 ,566.09 ,150.77 ,2330.78 ,490.24 ,323.55 ,1960.46 ,18874.79 ,4128.12 
2014-09-02,4598.72 ,308.69 ,346.71 ,4100.97 ,4367.60 ,1245.40 ,5485.37 ,946.93 ,9998.02 ,2376.59 ,567.65 ,149.45 ,2306.90 ,488.25 ,329.05 ,1937.80 ,18722.41 ,4075.70 
2014-09-03,4659.06 ,309.97 ,346.70 ,4082.52 ,4357.76 ,1249.24 ,5506.05 ,938.47 ,9872.87 ,2347.95 ,570.28 ,149.19 ,2320.07 ,497.54 ,339.18 ,1976.10 ,18844.66 ,4044.39 
2014-09-04,4659.29 ,312.56 ,345.97 ,4075.87 ,4316.07 ,1230.10 ,5558.86 ,939.89 ,9992.23 ,2345.19 ,564.83 ,151.63 ,2322.64 ,496.65 ,334.61 ,1989.73 ,18853.52 ,4064.42 
2014-09-05,4658.17 ,311.43 ,348.90 ,4063.56 ,4373.90 ,1247.04 ,5675.37 ,941.10 ,9973.27 ,2319.54 ,559.88 ,150.90 ,2349.37 ,493.82 ,327.43 ,1965.06 ,18827.66 ,4058.60 
2014-09-11,4628.27 ,309.98 ,349.51 ,4025.30 ,4396.71 ,1244.61 ,5657.88 ,931.03 ,9951.52 ,2292.19 ,551.18 ,150.86 ,2343.25 ,488.41 ,324.77 ,1969.29 ,18543.04 ,4030.87 
2014-09-12,4616.39 ,310.45 ,351.55 ,4002.82 ,4407.02 ,1246.20 ,5762.59 ,925.30 ,10002.08 ,2323.26 ,551.22 ,150.65 ,2304.51 ,490.02 ,332.03 ,1943.15 ,18672.63 ,4050.83 
2014-09-15,4628.37 ,313.02 ,349.79 ,4032.16 ,4494.82 ,1241.80 ,5708.95 ,915.57 ,9949.54 ,2336.96 ,551.77 ,148.23 ,2290.12 ,480.59 ,320.01 ,1883.38 ,18585.77 ,4051.94 
2014-09-16,4659.53 ,319.19 ,350.91 ,4059.42 ,4575.62 ,1237.97 ,5648.34 ,929.98 ,10015.13 ,2336.09 ,552.82 ,149.48 ,2265.38 ,482.51 ,322.52 ,1901.10 ,18586.01 ,4068.82 
2014-09-17,4692.57 ,322.38 ,355.69 ,4125.09 ,4593.27 ,1241.84 ,5688.68 ,932.54 ,10145.74 ,2336.45 ,558.52 ,149.86 ,2322.51 ,484.98 ,322.53 ,1919.62 ,18750.65 ,4107.51 
2014-09-18,4703.10 ,322.03 ,358.65 ,4126.69 ,4571.36 ,1252.32 ,5695.73 ,931.97 ,10002.23 ,2195.33 ,557.35 ,152.83 ,2343.04 ,487.55 ,316.07 ,1917.38 ,18992.28 ,4032.30 
2014-09-19,4704.37 ,325.45 ,363.98 ,4184.14 ,4629.14 ,1253.52 ,5718.12 ,949.12 ,10034.08 ,2184.83 ,559.30 ,154.15 ,2366.54 ,486.68 ,322.60 ,1966.55 ,18812.47 ,4048.17 
2014-09-22,4713.01 ,324.70 ,360.82 ,4150.25 ,4613.07 ,1266.50 ,5660.25 ,939.04 ,9862.19 ,2172.66 ,555.15 ,152.24 ,2358.32 ,484.06 ,314.36 ,1940.32 ,18729.02 ,4006.81 
2014-09-23,4754.62 ,320.32 ,359.91 ,4134.72 ,4582.29 ,1260.54 ,5479.29 ,939.48 ,9677.91 ,2139.62 ,557.72 ,150.49 ,2369.36 ,486.47 ,319.84 ,1947.54 ,18595.78 ,3950.55 
2014-09-24,4827.12 ,327.36 ,360.01 ,4126.84 ,4674.48 ,1290.85 ,5554.02 ,939.42 ,9655.24 ,2147.43 ,559.55 ,150.46 ,2394.75 ,486.89 ,317.01 ,1946.69 ,18781.15 ,3961.41 
2014-09-25,4844.36 ,328.09 ,361.11 ,4126.65 ,4688.01 ,1271.52 ,5461.67 ,931.53 ,9696.19 ,2140.02 ,569.59 ,149.17 ,2392.37 ,483.96 ,312.48 ,1952.05 ,18672.72 ,3958.51 
2014-09-26,4811.90 ,328.92 ,362.79 ,4102.85 ,4695.91 ,1262.15 ,5450.68 ,931.12 ,9888.10 ,2126.07 ,566.48 ,147.15 ,2364.11 ,474.39 ,298.68 ,1909.43 ,18640.01 ,3977.29 
2014-09-29,4789.10 ,321.96 ,360.40 ,4043.72 ,4657.05 ,1255.97 ,5261.40 ,903.86 ,9942.12 ,2127.72 ,565.49 ,143.69 ,2347.40 ,475.76 ,302.33 ,1892.01 ,18642.64 ,3959.54 
2014-09-30,4774.29 ,329.86 ,357.79 ,4039.88 ,4693.72 ,1254.69 ,5388.87 ,891.50 ,9831.64 ,2139.04 ,565.15 ,143.96 ,2361.21 ,470.92 ,298.71 ,1851.98 ,18589.18 ,3953.60 
2014-10-01,4731.43 ,331.08 ,351.47 ,3992.41 ,4652.76 ,1246.07 ,5230.65 ,872.19 ,9615.88 ,2109.91 ,560.56 ,141.60 ,2327.61 ,461.98 ,292.30 ,1782.32 ,18416.80 ,3884.46 
2014-10-02,4742.35 ,336.36 ,352.88 ,3964.03 ,4683.05 ,1215.72 ,5148.01 ,869.09 ,9564.58 ,2044.44 ,558.04 ,138.05 ,2322.21 ,464.70 ,298.56 ,1831.07 ,18480.18 ,3840.43 
2014-10-06,4746.27 ,338.85 ,352.89 ,3962.02 ,4678.69 ,1207.19 ,5048.84 ,867.27 ,9539.86 ,2078.26 ,552.99 ,139.69 ,2311.73 ,464.35 ,293.10 ,1844.70 ,18494.38 ,3841.77 
2014-10-07,4679.41 ,337.79 ,351.94 ,3942.51 ,4662.37 ,1219.47 ,5093.14 ,870.77 ,9616.51 ,2070.04 ,556.83 ,138.43 ,2334.54 ,466.14 ,304.16 ,1850.87 ,18418.25 ,3848.54 
2014-10-08,4661.06 ,335.29 ,351.17 ,3932.87 ,4680.99 ,1208.28 ,5127.79 ,879.32 ,9438.96 ,2046.64 ,553.65 ,137.73 ,2346.52 ,465.04 ,306.90 ,1847.98 ,18452.69 ,3812.47 
2014-10-10,4648.58 ,328.24 ,347.29 ,3872.97 ,4663.34 ,1199.83 ,5070.42 ,854.94 ,9224.40 ,2058.06 ,542.85 ,136.11 ,2304.66 ,464.62 ,304.12 ,1798.97 ,18644.82 ,3762.76 
